invoice_number,invoice_date,order_date,order_type,order_quantity,shipped_quantity,sales_amount,unit_price,customer_id,customer_location,customer_department,customer_province,item_id,item_description,item_department,item_section,item_group,warehouse_number,warehouse_name,warehouse_region_name,vendor_number,vendor_name,supplier_id,supplier_name
3575720,2018-06-01,2018-05-30,REGULAR,1,1,18.8,18.8,2014,12,60,TEXAS,477315,KR HICKORY BBQ SAUCE               ,30,34,100,904,TEXAS FOOD WAREHOUSE,TEXAS,1775,KRAFT HEINZ CANADA ULC,98832975,BRANDS GLOBAL CO.
1937786,2020-08-19,2020-08-19,REGULAR,2,2,128.26,64.13,1775,1,60,CALIFORNIA,827816,KR PEANUT BUTTER LIGHT             ,30,9,22,905,MISSOURI FOOD WAREHOUSE,MISSOURI,1775,KRAFT HEINZ CANADA ULC,98832975,BRANDS GLOBAL CO.
5325500,2020-03-05,2020-03-05,REGULAR,1,1,21.72,21.72,2312,13,9,ARIZONA,474148,KR 3 CHEESE DRESSING               ,30,33,42,903,OHIO FOOD WAREHOUSE,OHIO,1775,KRAFT HEINZ CANADA ULC,98832975,BRANDS GLOBAL CO.
1857823,2020-03-03,2020-03-03,REGULAR,1,1,21.72,21.72,2144,71,62,CALIFORNIA,474148,KR 3 CHEESE DRESSING               ,30,33,42,905,MISSOURI FOOD WAREHOUSE,MISSOURI,1775,KRAFT HEINZ CANADA ULC,98832975,BRANDS GLOBAL CO.
3114643,2019-12-16,2019-12-14,REGULAR,1,1,17.04,17.04,1307,2,60,TEXAS,130005,JELLO PWDR ORANGE                  ,30,30,70,904,TEXAS FOOD WAREHOUSE,TEXAS,1775,KRAFT HEINZ CANADA ULC,98832975,BRANDS GLOBAL CO.
5700721,2018-02-26,2018-02-25,REGULAR,1,1,24.32,24.32,15300,1,0,NEW JERSEY,991471,SHAKE N BAKE EXTRA CRISPY          ,30,25,130,903,OHIO FOOD WAREHOUSE,OHIO,1775,KRAFT HEINZ CANADA ULC,98832971,THE GROCERY GROUP
3649874,2018-09-25,2018-09-23,REGULAR,1,1,44.87,44.87,2438,52,62,TEXAS,133934,KR PEANUT BUTTER SMOOTH            ,30,9,20,904,TEXAS FOOD WAREHOUSE,TEXAS,1775,KRAFT HEINZ CANADA ULC,98832975,BRANDS GLOBAL CO.
3851006,2019-08-06,2019-08-03,REGULAR,1,1,54.72,54.72,2073,11,9,TEXAS,481218,CRACKER BARREL MONT JACK  NAT SLICE,30,31,148,904,TEXAS FOOD WAREHOUSE,TEXAS,1775,KRAFT HEINZ CANADA ULC,98832975,BRANDS GLOBAL CO.
5150819,2019-06-14,2019-06-13,REGULAR,1,1,45.62,45.62,2701,11,9,ARIZONA,337774,KR PURE RASPBERRY JAM              ,30,8,24,903,OHIO FOOD WAREHOUSE,OHIO,1775,KRAFT HEINZ CANADA ULC,98832975,BRANDS GLOBAL CO.
1974553,2020-11-04,2020-11-03,REGULAR,1,0,0.0,0.0,2914,1,62,CALIFORNIA,329904,MAX HSE POD DK RST 30CT            ,30,15,525,905,MISSOURI FOOD WAREHOUSE,MISSOURI,1775,KRAFT HEINZ CANADA ULC,98832975,BRANDS GLOBAL CO.
3254606,2020-07-03,2020-07-02,REGULAR,1,1,33.68,33.68,1709,1,62,TEXAS,354027,HEINZ ALPHAGHETTI                  ,30,7,40,904,TEXAS FOOD WAREHOUSE,TEXAS,1775,KRAFT HEINZ CANADA ULC,98832975,BRANDS GLOBAL CO.
3756198,2019-03-06,2019-03-05,REGULAR,1,1,28.0,28.0,1709,1,62,TEXAS,431866,M H  CAFE FRENCH VANILLA           ,30,16,111,904,TEXAS FOOD WAREHOUSE,TEXAS,1775,KRAFT HEINZ CANADA ULC,98832975,BRANDS GLOBAL CO.
5135174,2019-05-22,2019-05-21,REGULAR,1,1,17.04,17.04,1360,1,62,ARIZONA,130104,JELLO PWDR BERRY BLUE              ,30,30,70,903,OHIO FOOD WAREHOUSE,OHIO,1775,KRAFT HEINZ CANADA ULC,98832975,BRANDS GLOBAL CO.
1897877A,2020-05-28,2020-05-25,REGULAR,2,2,103.68,51.84,7331,891,26,GEORGIA,938647,PHILADELPHIA CREAM CHEESE  TUB     ,30,31,105,905,MISSOURI FOOD WAREHOUSE,MISSOURI,1775,KRAFT HEINZ CANADA ULC,98832975,BRANDS GLOBAL CO.
3341169,2020-10-27,2020-10-25,REGULAR,2,2,18.6,9.3,2020,4,60,TEXAS,673509,JELLO BLUEBERRY GEL                ,30,31,904,904,TEXAS FOOD WAREHOUSE,TEXAS,1775,KRAFT HEINZ CANADA ULC,98832975,BRANDS GLOBAL CO.
3185381,2020-04-03,2020-04-02,REGULAR,1,0,0.0,0.0,2674,21,60,CALIFORNIA,175364,MAGIC BAKING POWDER                ,30,22,20,904,TEXAS FOOD WAREHOUSE,TEXAS,1775,KRAFT HEINZ CANADA ULC,98832975,BRANDS GLOBAL CO.
5347131,2020-04-03,2020-04-02,REGULAR,1,1,37.5,37.5,2142,6,62,ARIZONA,684902,NABOB ORG RESERVE BAG              ,30,15,63,903,OHIO FOOD WAREHOUSE,OHIO,1775,KRAFT HEINZ CANADA ULC,98832975,BRANDS GLOBAL CO.
3155363,2020-02-22,2020-02-21,REGULAR,1,1,28.22,28.22,2014,12,60,TEXAS,476465,KR FF ITALIAN DRESSING             ,30,33,42,904,TEXAS FOOD WAREHOUSE,TEXAS,1775,KRAFT HEINZ CANADA ULC,98832975,BRANDS GLOBAL CO.
5249803,2019-11-15,2019-11-13,REGULAR,1,1,81.36,81.36,652,5,60,MICHIGAN,941302,CRACKER BARREL TEX MEX    SHRED    ,30,31,120,903,OHIO FOOD WAREHOUSE,OHIO,1775,KRAFT HEINZ CANADA ULC,98832975,BRANDS GLOBAL CO.
6548756,2020-01-21,2020-01-19,PROMOTIONAL,1,1,114.2,114.2,387,10,62,ARIZONA,6225197,KR VELVEETA SLICE 22'S             ,30,31,142,902,FLORIDA FOOD WAREHOUSE,FLORIDA,1775,KRAFT HEINZ CANADA ULC,98832975,BRANDS GLOBAL CO.
1580287A,2018-06-28,2018-06-28,REGULAR,1,1,26.22,26.22,2806,1,62,CALIFORNIA,473843,KR CRMY CAESAR DRESSING            ,30,33,42,905,MISSOURI FOOD WAREHOUSE,MISSOURI,1775,KRAFT HEINZ CANADA ULC,98832975,BRANDS GLOBAL CO.
5100119,2019-03-29,2019-03-28,REGULAR,1,1,28.22,28.22,1954,1,62,MICHIGAN,918524,KR ITALIAN ZESTY LIME DRS          ,30,33,42,903,OHIO FOOD WAREHOUSE,OHIO,1775,KRAFT HEINZ CANADA ULC,98832975,BRANDS GLOBAL CO.
1773675,2019-08-21,2019-08-20,REGULAR,1,1,37.4,37.4,2144,5,85,CALIFORNIA,743872,KOOL-AID SCREAMIN LIME SLUSHIE     ,30,50,18,905,MISSOURI FOOD WAREHOUSE,MISSOURI,1775,KRAFT HEINZ CANADA ULC,98832975,BRANDS GLOBAL CO.
3174049,2020-03-20,2020-03-18,REGULAR,1,1,38.3,38.3,2238,1,0,TEXAS,397984,PHILADELPHIA DIP HRB/SPC           ,30,31,320,904,TEXAS FOOD WAREHOUSE,TEXAS,1775,KRAFT HEINZ CANADA ULC,98832971,THE GROCERY GROUP
5490220,2020-10-01,2020-09-28,REGULAR,1,1,119.91,119.91,7167,1,0,NEW JERSEY,6225098,KR SINGLES THICK 14S               ,30,31,142,903,OHIO FOOD WAREHOUSE,OHIO,1775,KRAFT HEINZ CANADA ULC,98832971,THE GROCERY GROUP
1923280,2020-07-21,2020-07-20,REGULAR,1,1,33.84,33.84,1775,7,62,CALIFORNIA,128579,CRYS LT SINGLE LEM LIME            ,30,18,238,905,MISSOURI FOOD WAREHOUSE,MISSOURI,1775,KRAFT HEINZ CANADA ULC,98832975,BRANDS GLOBAL CO.
5304638,2020-02-09,2020-02-07,REGULAR,1,1,74.5,74.5,985,14,62,ARIZONA,291286,KR PEANUT BUTTER SMOOTH            ,30,9,22,903,OHIO FOOD WAREHOUSE,OHIO,1775,KRAFT HEINZ CANADA ULC,98832975,BRANDS GLOBAL CO.
3478433,2018-01-07,2018-01-06,REGULAR,1,1,12.22,12.22,1811,1,62,TEXAS,245845,K'AID JAMMERS TROP PUNCH  10X180ML ,30,2,18,904,TEXAS FOOD WAREHOUSE,TEXAS,1775,KRAFT HEINZ CANADA ULC,98832975,BRANDS GLOBAL CO.
1975664,2020-11-05,2020-11-05,REGULAR,1,1,44.75,44.75,2144,48,62,CALIFORNIA,617464,CLASSICO RISRV GARLIC SCE          ,30,14,613,905,MISSOURI FOOD WAREHOUSE,MISSOURI,1775,KRAFT HEINZ CANADA ULC,98832975,BRANDS GLOBAL CO.
1765237,2019-08-02,2019-08-01,REGULAR,1,1,14.3,14.3,185,42,9,CALIFORNIA,245811,K'AID JAMMERS CHERRY      10X180ML ,30,2,18,905,MISSOURI FOOD WAREHOUSE,MISSOURI,1775,KRAFT HEINZ CANADA ULC,98832975,BRANDS GLOBAL CO.
1894770,2020-05-17,2020-05-17,REGULAR,1,1,21.55,21.55,2144,48,62,CALIFORNIA,638957,KR HOUSE ITALIAN DRSG              ,30,33,40,905,MISSOURI FOOD WAREHOUSE,MISSOURI,1775,KRAFT HEINZ CANADA ULC,98832975,BRANDS GLOBAL CO.
3315660,2020-09-30,2020-09-23,PROMOTIONAL,40,40,525.6,13.14,1307,2,60,TEXAS,587303,KR KD ORIGINAL 12/225G             ,30,14,110,904,TEXAS FOOD WAREHOUSE,TEXAS,1775,KRAFT HEINZ CANADA ULC,98832975,BRANDS GLOBAL CO.
5205402,2019-09-09,2019-09-06,REGULAR,1,1,27.82,27.82,2194,1,0,ARIZONA,110627,HZ ORIG BEANS/TOM SAUCE NO MEAT    ,30,3,195,903,OHIO FOOD WAREHOUSE,OHIO,1775,KRAFT HEINZ CANADA ULC,98832971,THE GROCERY GROUP
1621527,2018-09-22,2018-09-22,REGULAR,1,1,30.49,30.49,2144,48,62,CALIFORNIA,758607,TASSIMO MAX HSE DARK RST           ,30,15,80,905,MISSOURI FOOD WAREHOUSE,MISSOURI,1775,KRAFT HEINZ CANADA ULC,98832975,BRANDS GLOBAL CO.
3269938,2020-07-25,2020-07-24,REGULAR,1,1,36.48,36.48,2438,33,62,TEXAS,526228,PHILADELPHIA DIP ONION             ,30,31,320,904,TEXAS FOOD WAREHOUSE,TEXAS,1775,KRAFT HEINZ CANADA ULC,98832975,BRANDS GLOBAL CO.
6939575,2018-03-18,2018-03-17,REGULAR,1,1,36.96,36.96,387,25,62,ARIZONA,2454056,MIO VITAMIN BLKBRY RSPBRY          ,30,18,270,902,FLORIDA FOOD WAREHOUSE,FLORIDA,1775,KRAFT HEINZ CANADA ULC,98832975,BRANDS GLOBAL CO.
5259178,2019-11-25,2019-11-23,PROMOTIONAL,2,2,52.8,26.4,2002,1,60,FLORIDA,939298,PHILADELPHIA CREAM CHEESE HERB&GARL,30,31,109,903,OHIO FOOD WAREHOUSE,OHIO,1775,KRAFT HEINZ CANADA ULC,98832975,BRANDS GLOBAL CO.
5336542,2020-03-23,2020-03-19,REGULAR,1,1,32.29,32.29,2142,15,62,ARIZONA,781039,TASSIMO MAX HSE HSE BLEND          ,30,15,80,903,OHIO FOOD WAREHOUSE,OHIO,1775,KRAFT HEINZ CANADA ULC,98832975,BRANDS GLOBAL CO.
3247857,2020-06-23,2020-06-22,REGULAR,1,1,17.04,17.04,2020,67,60,TEXAS,130054,JELLO PWDR LIME                    ,30,30,70,904,TEXAS FOOD WAREHOUSE,TEXAS,1775,KRAFT HEINZ CANADA ULC,98832975,BRANDS GLOBAL CO.
3164778,2020-03-05,2020-03-04,REGULAR,1,1,46.83,46.83,2486,4,62,TEXAS,154187,KR PEANUT BUTTER LIGHT             ,30,9,19,904,TEXAS FOOD WAREHOUSE,TEXAS,1775,KRAFT HEINZ CANADA ULC,98832975,BRANDS GLOBAL CO.
5492906,2020-10-02,2020-09-30,REGULAR,1,0,0.0,0.0,652,1,60,MICHIGAN,224394,KAID WATERMELN                     ,30,18,275,903,OHIO FOOD WAREHOUSE,OHIO,1775,KRAFT HEINZ CANADA ULC,98832975,BRANDS GLOBAL CO.
3221244,2020-05-19,2020-05-17,PROMOTIONAL,1,0,0.0,0.0,2073,86,62,TEXAS,6225940,KR SINGLES THICK 28S               ,30,31,146,904,TEXAS FOOD WAREHOUSE,TEXAS,1775,KRAFT HEINZ CANADA ULC,98832975,BRANDS GLOBAL CO.
1929841,2020-08-02,2020-08-01,REGULAR,1,1,23.63,23.63,2059,6,62,CALIFORNIA,670216,CATELLI GRDN SEL GARLIC & ONION    ,30,14,563,905,MISSOURI FOOD WAREHOUSE,MISSOURI,1775,KRAFT HEINZ CANADA ULC,98832975,BRANDS GLOBAL CO.
3849301,2019-08-05,2019-07-31,PROMOTIONAL,2,2,102.16,51.08,804,1,60,TEXAS,6224422,NABOB ORG PODS 30CT                ,30,15,530,904,TEXAS FOOD WAREHOUSE,TEXAS,1775,KRAFT HEINZ CANADA ULC,98832975,BRANDS GLOBAL CO.
1871488,2020-04-03,2020-04-02,REGULAR,1,1,26.41,26.41,1807,3,60,CALIFORNIA,176859,SHAKE N BAKE CHKN STH FRD          ,30,25,130,905,MISSOURI FOOD WAREHOUSE,MISSOURI,1775,KRAFT HEINZ CANADA ULC,98832975,BRANDS GLOBAL CO.
6391593,2019-10-22,2019-10-22,REGULAR,1,1,49.72,49.72,387,1,62,ARIZONA,481069,CRACKER BARREL MEDIUM NAT  SLICE   ,30,31,148,902,FLORIDA FOOD WAREHOUSE,FLORIDA,1775,KRAFT HEINZ CANADA ULC,98832975,BRANDS GLOBAL CO.
5845982,2018-10-06,2018-10-05,REGULAR,7,7,81.27,11.61,168,1,62,ARIZONA,685503,KR KD CUPS ASST CLUB PK-  12/58GR  ,30,14,110,903,OHIO FOOD WAREHOUSE,OHIO,1775,KRAFT HEINZ CANADA ULC,98832975,BRANDS GLOBAL CO.
3182971,2020-03-31,2020-03-30,REGULAR,1,1,48.53,48.53,804,6,62,TEXAS,154187,KR PEANUT BUTTER LIGHT             ,30,9,19,904,TEXAS FOOD WAREHOUSE,TEXAS,1775,KRAFT HEINZ CANADA ULC,98832975,BRANDS GLOBAL CO.
3636269,2018-09-04,2018-09-02,PROMOTIONAL,1,1,10.5,10.5,2061,14,62,TEXAS,245845,K'AID JAMMERS TROP PUNCH  10X180ML ,30,2,18,904,TEXAS FOOD WAREHOUSE,TEXAS,1775,KRAFT HEINZ CANADA ULC,98832975,BRANDS GLOBAL CO.
1848591,2020-02-14,2020-02-11,REGULAR,1,1,18.17,18.17,858,1,0,CALIFORNIA,519223,STOVE TOP STUFFING CHICKN          ,30,25,123,905,MISSOURI FOOD WAREHOUSE,MISSOURI,1775,KRAFT HEINZ CANADA ULC,98832971,THE GROCERY GROUP
1865751,2020-03-23,2020-03-21,REGULAR,1,1,23.04,23.04,2144,72,62,CALIFORNIA,130666,JELLO INST CHOC PUDDING            ,30,30,84,905,MISSOURI FOOD WAREHOUSE,MISSOURI,1775,KRAFT HEINZ CANADA ULC,98832975,BRANDS GLOBAL CO.
3566293,2018-05-17,2018-05-16,REGULAR,1,1,20.95,20.95,2486,1,62,TEXAS,130666,JELLO INST CHOC PUDDING            ,30,30,84,904,TEXAS FOOD WAREHOUSE,TEXAS,1775,KRAFT HEINZ CANADA ULC,98832975,BRANDS GLOBAL CO.
6436999,2018-07-30,2018-07-29,REGULAR,1,1,11.76,11.76,16221,1,0,MICHIGAN,402388,HEINZ MUSTARD PORTIONS 6ML         ,30,50,34,902,FLORIDA FOOD WAREHOUSE,FLORIDA,1775,KRAFT HEINZ CANADA ULC,98832971,THE GROCERY GROUP
3315247,2020-09-23,2020-09-22,REGULAR,1,0,0.0,0.0,1811,1,62,TEXAS,6255640,CB OVN BKD SHRP CH DINR            ,30,14,134,904,TEXAS FOOD WAREHOUSE,TEXAS,1775,KRAFT HEINZ CANADA ULC,98832975,BRANDS GLOBAL CO.
5475377,2020-09-11,2020-09-10,REGULAR,2,2,18.6,9.3,2620,21,62,ARIZONA,673319,JELLO OREO PUDDING                 ,30,31,904,903,OHIO FOOD WAREHOUSE,OHIO,1775,KRAFT HEINZ CANADA ULC,98832975,BRANDS GLOBAL CO.
5249541,2019-11-10,2019-11-09,REGULAR,1,1,28.22,28.22,1496,9,62,ARIZONA,471458,KR FRENCH DRESSING                 ,30,33,42,903,OHIO FOOD WAREHOUSE,OHIO,1775,KRAFT HEINZ CANADA ULC,98832975,BRANDS GLOBAL CO.
3886873,2019-09-26,2019-09-24,REGULAR,1,1,34.8,34.8,2230,5,62,TEXAS,225540,COUNTRY TIME   LEMONADE            ,30,18,273,904,TEXAS FOOD WAREHOUSE,TEXAS,1775,KRAFT HEINZ CANADA ULC,98832975,BRANDS GLOBAL CO.
3868317,2019-08-29,2019-08-28,REGULAR,1,1,41.74,41.74,2182,26,60,TEXAS,144972,KR MIRACLE WHIP                    ,30,33,10,904,TEXAS FOOD WAREHOUSE,TEXAS,1775,KRAFT HEINZ CANADA ULC,98832975,BRANDS GLOBAL CO.
3370737,2020-11-28,2020-11-27,REGULAR,1,0,0.0,0.0,1691,11,62,ARIZONA,2454189,MIO VITAMIN CHERRY                 ,30,18,270,904,TEXAS FOOD WAREHOUSE,TEXAS,1775,KRAFT HEINZ CANADA ULC,98832975,BRANDS GLOBAL CO.
6443289,2018-08-03,2018-08-02,REGULAR,1,1,56.76,56.76,387,22,62,ARIZONA,468306,MCCAFE PODS 30CT                   ,30,15,535,902,FLORIDA FOOD WAREHOUSE,FLORIDA,1775,KRAFT HEINZ CANADA ULC,98832975,BRANDS GLOBAL CO.
3762189,2019-03-19,2019-03-15,REGULAR,4,0,0.0,0.0,2438,52,62,TEXAS,488296,HEINZ KETCHUP                      ,30,34,61,904,TEXAS FOOD WAREHOUSE,TEXAS,1775,KRAFT HEINZ CANADA ULC,98832975,BRANDS GLOBAL CO.
5416500,2020-06-29,2020-06-28,REGULAR,1,1,23.4,23.4,2002,1,60,FLORIDA,938910,PHILADELPHIA DIPS DILL             ,30,31,324,903,OHIO FOOD WAREHOUSE,OHIO,1775,KRAFT HEINZ CANADA ULC,98832975,BRANDS GLOBAL CO.
6417981,2019-11-06,2019-11-04,REGULAR,1,0,0.0,0.0,1934,4,62,ARIZONA,6230577,KD SHAKER                          ,30,14,125,902,FLORIDA FOOD WAREHOUSE,FLORIDA,1775,KRAFT HEINZ CANADA ULC,98832975,BRANDS GLOBAL CO.
3170753A,2020-03-16,2020-03-14,REGULAR,2,2,61.38,30.69,2073,4,62,TEXAS,111054,HZ ORIG BEANS MOLASSES/BOSTON STYLE,30,3,195,904,TEXAS FOOD WAREHOUSE,TEXAS,1775,KRAFT HEINZ CANADA ULC,98832975,BRANDS GLOBAL CO.
1882171,2020-04-24,2020-04-23,REGULAR,1,0,0.0,0.0,1807,3,60,CALIFORNIA,337774,KR PURE RASPBERRY JAM              ,30,8,24,905,MISSOURI FOOD WAREHOUSE,MISSOURI,1775,KRAFT HEINZ CANADA ULC,98832975,BRANDS GLOBAL CO.
3119137,2019-12-23,2019-12-21,REGULAR,1,1,23.07,23.07,655,1,60,TEXAS,670158,CATELLI GRDN SELECT FINE  HERBS    ,30,14,563,904,TEXAS FOOD WAREHOUSE,TEXAS,1775,KRAFT HEINZ CANADA ULC,98832975,BRANDS GLOBAL CO.
6555380,2020-01-23,2020-01-22,REGULAR,1,1,26.46,26.46,1691,11,62,ARIZONA,365270,KR DINNER CUPS ORIG 4X58  GR       ,30,14,115,902,FLORIDA FOOD WAREHOUSE,FLORIDA,1775,KRAFT HEINZ CANADA ULC,98832975,BRANDS GLOBAL CO.
3779354,2019-04-11,2019-04-10,REGULAR,1,1,21.25,21.25,2806,1,62,CALIFORNIA,799338,SHAKE/BAKE HNY GRLC GLAZE          ,30,25,125,904,TEXAS FOOD WAREHOUSE,TEXAS,1775,KRAFT HEINZ CANADA ULC,98832975,BRANDS GLOBAL CO.
5214226,2019-09-19,2019-09-19,REGULAR,1,1,18.22,18.22,1496,9,62,ARIZONA,471524,KR CRMY CUCUMBER DRESSING          ,30,33,42,903,OHIO FOOD WAREHOUSE,OHIO,1775,KRAFT HEINZ CANADA ULC,98832975,BRANDS GLOBAL CO.
5142537,2019-06-01,2019-05-31,REGULAR,1,1,49.23,49.23,2142,6,62,ARIZONA,330076,NABOB COLOMBIAN 30CT               ,30,15,530,903,OHIO FOOD WAREHOUSE,OHIO,1775,KRAFT HEINZ CANADA ULC,98832975,BRANDS GLOBAL CO.
3103528,2019-11-29,2019-11-27,REGULAR,1,1,40.23,40.23,655,10,62,TEXAS,405985,SHAKE N BAKE FOR CHICKEN           ,30,25,124,904,TEXAS FOOD WAREHOUSE,TEXAS,1775,KRAFT HEINZ CANADA ULC,98832975,BRANDS GLOBAL CO.
5154388,2019-06-19,2019-06-19,REGULAR,3,3,93.75,31.25,2214,3,62,ARIZONA,313569,KR MIRACLE WHIP DRSG               ,30,33,10,903,OHIO FOOD WAREHOUSE,OHIO,1775,KRAFT HEINZ CANADA ULC,98832975,BRANDS GLOBAL CO.
5472905,2020-09-10,2020-09-09,REGULAR,1,0,0.0,0.0,1691,1,62,ARIZONA,493932,MIO FRUIT PNCH                     ,30,18,270,903,OHIO FOOD WAREHOUSE,OHIO,1775,KRAFT HEINZ CANADA ULC,98832975,BRANDS GLOBAL CO.
6663059,2020-03-26,2020-03-25,REGULAR,1,0,0.0,0.0,387,21,62,ARIZONA,159764,CLASSICO RED PPR PSTA SCE          ,30,14,612,902,FLORIDA FOOD WAREHOUSE,FLORIDA,1775,KRAFT HEINZ CANADA ULC,98832975,BRANDS GLOBAL CO.
1667970,2018-12-22,2018-12-21,REGULAR,1,1,41.65,41.65,2144,72,62,CALIFORNIA,488296,HEINZ KETCHUP                      ,30,34,61,905,MISSOURI FOOD WAREHOUSE,MISSOURI,1775,KRAFT HEINZ CANADA ULC,98832975,BRANDS GLOBAL CO.
6676424,2020-04-03,2020-04-02,REGULAR,1,0,0.0,0.0,387,5,62,ARIZONA,670216,CATELLI GRDN SEL GARLIC & ONION    ,30,14,563,902,FLORIDA FOOD WAREHOUSE,FLORIDA,1775,KRAFT HEINZ CANADA ULC,98832975,BRANDS GLOBAL CO.
6928239,2019-04-17,2019-04-17,REGULAR,1,0,0.0,0.0,387,7,62,ARIZONA,772475,HEINZ KETCHUP                      ,30,34,60,902,FLORIDA FOOD WAREHOUSE,FLORIDA,1775,KRAFT HEINZ CANADA ULC,98832975,BRANDS GLOBAL CO.
5363187,2020-04-23,2020-04-22,REGULAR,1,0,0.0,0.0,2620,18,62,ARIZONA,668400,MAX HSE ORIG ROAST TIN             ,30,15,42,903,OHIO FOOD WAREHOUSE,OHIO,1775,KRAFT HEINZ CANADA ULC,98832975,BRANDS GLOBAL CO.
6519907,2018-09-12,2018-09-11,REGULAR,1,1,25.56,25.56,387,24,62,ARIZONA,159913,CLASSICO ALFRD SUNDRD TOM          ,30,14,612,902,FLORIDA FOOD WAREHOUSE,FLORIDA,1775,KRAFT HEINZ CANADA ULC,98832975,BRANDS GLOBAL CO.
3233114,2020-06-04,2020-06-02,REGULAR,1,1,9.3,9.3,2230,1,62,TEXAS,673319,JELLO OREO PUDDING                 ,30,31,904,904,TEXAS FOOD WAREHOUSE,TEXAS,1775,KRAFT HEINZ CANADA ULC,98832975,BRANDS GLOBAL CO.
5210590,2019-09-16,2019-09-15,REGULAR,1,1,32.88,32.88,2002,1,60,FLORIDA,397521,PHILADELPHIA DIP DILL              ,30,31,320,903,OHIO FOOD WAREHOUSE,OHIO,1775,KRAFT HEINZ CANADA ULC,98832975,BRANDS GLOBAL CO.
1654027,2018-11-26,2018-11-24,REGULAR,1,1,20.95,20.95,1807,3,60,CALIFORNIA,130773,JELLO PUDD & PIE FILL LEM          ,30,30,99,905,MISSOURI FOOD WAREHOUSE,MISSOURI,1775,KRAFT HEINZ CANADA ULC,98832975,BRANDS GLOBAL CO.
3784559,2019-04-23,2019-04-20,REGULAR,1,1,21.72,21.72,2950,2,9,TEXAS,101709,HEINZ WHITE VINEGAR                ,30,33,200,904,TEXAS FOOD WAREHOUSE,TEXAS,1775,KRAFT HEINZ CANADA ULC,98832975,BRANDS GLOBAL CO.
5233117,2019-10-18,2019-10-17,REGULAR,1,1,36.6,36.6,2786,14,62,MICHIGAN,2462604,NABOB POD COASTAL 12CT             ,30,15,380,903,OHIO FOOD WAREHOUSE,OHIO,1775,KRAFT HEINZ CANADA ULC,98832975,BRANDS GLOBAL CO.
1549135,2018-04-30,2018-04-28,REGULAR,1,1,75.43,75.43,1807,2,9,CALIFORNIA,827816,KR PEANUT BUTTER LIGHT             ,30,9,22,905,MISSOURI FOOD WAREHOUSE,MISSOURI,1775,KRAFT HEINZ CANADA ULC,98832975,BRANDS GLOBAL CO.
3261688,2020-07-14,2020-07-12,REGULAR,1,1,12.4,12.4,2438,11,62,TEXAS,864967,KR DINNER CUPS ORIGINAL            ,30,14,112,904,TEXAS FOOD WAREHOUSE,TEXAS,1775,KRAFT HEINZ CANADA ULC,98832975,BRANDS GLOBAL CO.
6100880,2019-05-16,2019-05-14,REGULAR,1,1,18.94,18.94,11055,1,0,MICHIGAN,477299,KR ORIGINAL BBQ SAUCE              ,30,34,100,902,FLORIDA FOOD WAREHOUSE,FLORIDA,1775,KRAFT HEINZ CANADA ULC,98832971,THE GROCERY GROUP
3171573,2020-03-17,2020-03-15,REGULAR,5,5,68.5,13.7,2438,11,62,TEXAS,747055,STOVE TOP STUFFING TURKEY          ,30,25,123,904,TEXAS FOOD WAREHOUSE,TEXAS,1775,KRAFT HEINZ CANADA ULC,98832975,BRANDS GLOBAL CO.
1903928,2020-06-06,2020-06-06,REGULAR,2,2,82.98,41.49,1775,7,62,CALIFORNIA,942128,MAX HSE DARK RST COFFEE            ,30,15,39,905,MISSOURI FOOD WAREHOUSE,MISSOURI,1775,KRAFT HEINZ CANADA ULC,98832975,BRANDS GLOBAL CO.
5141972,2019-06-04,2019-06-02,REGULAR,1,1,21.55,21.55,3909,1,62,MICHIGAN,278747,KR COLESLAW DRSG                   ,30,33,40,903,OHIO FOOD WAREHOUSE,OHIO,1775,KRAFT HEINZ CANADA ULC,98832975,BRANDS GLOBAL CO.
6503161,2019-12-21,2019-12-20,REGULAR,1,1,24.74,24.74,387,20,62,ARIZONA,925420,HEINZ BRITISH STYLE BEANS          ,30,3,195,902,FLORIDA FOOD WAREHOUSE,FLORIDA,1775,KRAFT HEINZ CANADA ULC,98832975,BRANDS GLOBAL CO.
3256059,2020-07-06,2020-07-04,PROMOTIONAL,1,0,0.0,0.0,1307,5,9,TEXAS,502070,HZ DP BRN BEANS IN TOMATO SCE      ,30,3,195,904,TEXAS FOOD WAREHOUSE,TEXAS,1775,KRAFT HEINZ CANADA ULC,98832975,BRANDS GLOBAL CO.
5516635,2020-11-03,2020-10-30,REGULAR,2,2,49.14,24.57,10858,1,0,ARIZONA,938910,PHILADELPHIA DIPS DILL             ,30,31,324,903,OHIO FOOD WAREHOUSE,OHIO,1775,KRAFT HEINZ CANADA ULC,98832971,THE GROCERY GROUP
5450482,2020-08-14,2020-08-12,REGULAR,1,1,23.63,23.63,2789,1,60,ARIZONA,670216,CATELLI GRDN SEL GARLIC & ONION    ,30,14,563,903,OHIO FOOD WAREHOUSE,OHIO,1775,KRAFT HEINZ CANADA ULC,98832975,BRANDS GLOBAL CO.
6130648,2019-06-03,2019-05-30,REGULAR,1,1,23.66,23.66,16337,1,0,ARIZONA,477521,BULLS EYE ORIG BBQ SAUCE           ,30,34,102,902,FLORIDA FOOD WAREHOUSE,FLORIDA,1775,KRAFT HEINZ CANADA ULC,98832971,THE GROCERY GROUP
