invoice_number,invoice_date,order_date,order_type,order_quantity,shipped_quantity,sales_amount,unit_price,customer_id,customer_location,customer_department,customer_province,item_id,item_description,item_department,item_section,item_group,warehouse_number,warehouse_name,warehouse_region_name,vendor_number,vendor_name,supplier_id,supplier_name
6385217,2019-10-24,2019-10-22,REGULAR,3,0,0.0,0.0,1693,2,81,TEXAS,6051544,COPPERCURE RINGWORM & FOOTROT      ,20,8,600,901,FLORIDA HABS WAREHOUSE,FLORIDA,1062,REMEDY ANIMAL HEALTH PRODUCTS LTD.,98832975,BRANDS GLOBAL CO.
6180182,2019-06-26,2019-06-25,REGULAR,1,1,16.32,16.32,387,25,30,ARIZONA,206680,WHEYGOURMT VAN PRTN PWDR           ,30,79,180,902,FLORIDA FOOD WAREHOUSE,FLORIDA,1063,FIT FOODS INC,98832975,BRANDS GLOBAL CO.
6328679,2018-06-03,2018-06-02,REGULAR,1,1,20.97,20.97,387,9,30,ARIZONA,549402,ULTIMATE   FAT BURNER              ,30,79,240,902,FLORIDA FOOD WAREHOUSE,FLORIDA,1068,WELLNX LIFE SCIENCES,98832975,BRANDS GLOBAL CO.
3786305,2019-04-24,2019-04-22,REGULAR,1,1,20.75,20.75,2438,5,62,TEXAS,371997,SAFE4SCHOOL CRMY WOWBUTTR          ,30,9,17,904,TEXAS FOOD WAREHOUSE,TEXAS,107,WOWBUTTER FOODS,98832975,BRANDS GLOBAL CO.
6484963,2019-12-11,2019-12-10,REGULAR,1,1,24.81,24.81,387,6,62,ARIZONA,721589,C/LEAF WHOLE BABY CLAMS            ,30,6,10,902,FLORIDA FOOD WAREHOUSE,FLORIDA,1073,CLOVER LEAF SEAFOODS CORP.,98832975,BRANDS GLOBAL CO.
3727499,2019-01-17,2019-01-16,REGULAR,1,1,17.76,17.76,1691,12,62,ARIZONA,935486,C.LEAF TUNA KIT CLASS              ,30,6,97,904,TEXAS FOOD WAREHOUSE,TEXAS,1073,CLOVER LEAF SEAFOODS CORP.,98832975,BRANDS GLOBAL CO.
6204851,2018-04-05,2018-04-04,PROMOTIONAL,2,2,55.52,27.76,387,22,62,ARIZONA,485631,CLVR LEAF TUNA DILL/LEMON          ,30,6,105,902,FLORIDA FOOD WAREHOUSE,FLORIDA,1073,CLOVER LEAF SEAFOODS CORP.,98832975,BRANDS GLOBAL CO.
3594733,2018-06-29,2018-06-27,REGULAR,1,1,67.51,67.51,2438,5,62,TEXAS,251512,C/LEAF SLD WHT TUNA/WATER          ,30,6,120,904,TEXAS FOOD WAREHOUSE,TEXAS,1073,CLOVER LEAF SEAFOODS CORP.,98832975,BRANDS GLOBAL CO.
6493121,2018-08-29,2018-08-28,REGULAR,1,1,26.61,26.61,387,7,62,ARIZONA,190959,C.LEAF BRISLING SARDINES/ OIL      ,30,6,90,902,FLORIDA FOOD WAREHOUSE,FLORIDA,1073,CLOVER LEAF SEAFOODS CORP.,98832975,BRANDS GLOBAL CO.
5345257,2020-04-01,2020-03-31,REGULAR,1,1,38.41,38.41,2142,6,62,ARIZONA,230508,C/LEAF FLAKE LT TUNA WTR           ,30,6,110,903,OHIO FOOD WAREHOUSE,OHIO,1073,CLOVER LEAF SEAFOODS CORP.,98832975,BRANDS GLOBAL CO.
6627719,2018-11-07,2018-11-06,REGULAR,1,1,103.01,103.01,387,14,62,ARIZONA,104539,C/LEAF RED SOCKEYE SALMON          ,30,6,79,902,FLORIDA FOOD WAREHOUSE,FLORIDA,1073,CLOVER LEAF SEAFOODS CORP.,98832975,BRANDS GLOBAL CO.
5126267,2019-05-08,2019-05-07,REGULAR,1,0,0.0,0.0,389,1,60,ARIZONA,766964,BRUNSWICK SEAFOOD SNK/HOT SCE      ,30,6,40,903,OHIO FOOD WAREHOUSE,OHIO,1073,CLOVER LEAF SEAFOODS CORP.,98832975,BRANDS GLOBAL CO.
3467353,2017-12-17,2017-12-16,REGULAR,1,1,17.71,17.71,804,6,62,TEXAS,472381,C.LEAF TUNA SNK LEM/PEP            ,30,6,97,904,TEXAS FOOD WAREHOUSE,TEXAS,1073,CLOVER LEAF SEAFOODS CORP.,98832975,BRANDS GLOBAL CO.
5300086,2020-02-01,2020-01-30,REGULAR,1,1,23.01,23.01,3911,2,60,MICHIGAN,354688,BRUNSWICK SARDINES IN WATER        ,30,6,92,903,OHIO FOOD WAREHOUSE,OHIO,1073,CLOVER LEAF SEAFOODS CORP.,98832975,BRANDS GLOBAL CO.
1585943,2018-07-10,2018-07-10,REGULAR,1,1,70.51,70.51,2806,1,62,CALIFORNIA,689281,C.LEAF CCKTAIL SHRIMP              ,30,6,95,905,MISSOURI FOOD WAREHOUSE,MISSOURI,1073,CLOVER LEAF SEAFOODS CORP.,98832975,BRANDS GLOBAL CO.
3707002,2018-12-12,2018-12-11,REGULAR,1,1,17.76,17.76,2312,3,62,ARIZONA,472381,C.LEAF TUNA SNK LEM/PEP            ,30,6,97,904,TEXAS FOOD WAREHOUSE,TEXAS,1073,CLOVER LEAF SEAFOODS CORP.,98832975,BRANDS GLOBAL CO.
5895816,2018-12-14,2018-12-13,REGULAR,2,2,44.22,22.11,387,4,62,ARIZONA,771956,BRUNSWICK GOLDEN SMOKED SNACK      ,30,6,40,903,OHIO FOOD WAREHOUSE,OHIO,1073,CLOVER LEAF SEAFOODS CORP.,98832975,BRANDS GLOBAL CO.
3164203,2020-03-05,2020-03-03,REGULAR,1,1,31.47,31.47,2486,62,62,TEXAS,452748,C/LEAF CHUNK LT TUNA/WATR          ,30,6,110,904,TEXAS FOOD WAREHOUSE,TEXAS,1073,CLOVER LEAF SEAFOODS CORP.,98832975,BRANDS GLOBAL CO.
6768626,2020-06-10,2020-06-08,REGULAR,1,1,96.69,96.69,75416,1,0,ARIZONA,5175088,SOLAR STAKE LIGHT MEMORIAL CROSS   ,40,2,340,901,FLORIDA HABS WAREHOUSE,FLORIDA,1077,SOUTHWIRE CANADA,98832975,BRANDS GLOBAL CO.
5369454,2020-04-30,2020-04-29,REGULAR,5,5,207.65,41.53,985,14,62,ARIZONA,178277,CENT 18 PK LRG EGGS   - C          ,30,31,900,903,OHIO FOOD WAREHOUSE,OHIO,1080,SPARK'S FARM EGG SUPPLIES,98832975,BRANDS GLOBAL CO.
5938022,2019-02-21,2019-02-20,REGULAR,1,1,42.05,42.05,15300,1,0,NEW JERSEY,355644,CO-OP GOLD X-LRG EGGS-C            ,30,31,900,903,OHIO FOOD WAREHOUSE,OHIO,1080,SPARK'S FARM EGG SUPPLIES,98832971,THE GROCERY GROUP
5703921,2018-03-02,2018-03-01,REGULAR,1,1,46.8,46.8,2620,21,62,ARIZONA,820407,GOLDEGG OMEGA 3 LARGE EGGS-C       ,30,31,900,903,OHIO FOOD WAREHOUSE,OHIO,1080,SPARK'S FARM EGG SUPPLIES,98832975,BRANDS GLOBAL CO.
5838632,2018-09-27,2018-09-26,REGULAR,1,1,42.15,42.15,2142,70,62,ARIZONA,357301,COOP GOLD BROWN LG EGGS    - C     ,30,31,900,903,OHIO FOOD WAREHOUSE,OHIO,1080,SPARK'S FARM EGG SUPPLIES,98832975,BRANDS GLOBAL CO.
5192499,2019-08-19,2019-08-17,REGULAR,2,2,92.4,46.2,1560,1,62,MICHIGAN,547471,GOLDEGG GOLDEN D LG 18PK  EGGS  -C ,30,31,900,903,OHIO FOOD WAREHOUSE,OHIO,1080,SPARK'S FARM EGG SUPPLIES,98832975,BRANDS GLOBAL CO.
5110210,2019-04-15,2019-04-14,REGULAR,1,1,54.3,54.3,2645,10,62,ARIZONA,2413003,CG PURE FREE RUN LRG EGGS  -C      ,30,31,900,903,OHIO FOOD WAREHOUSE,OHIO,1080,SPARK'S FARM EGG SUPPLIES,98832975,BRANDS GLOBAL CO.
5336234,2020-03-21,2020-03-19,REGULAR,5,5,208.5,41.7,2312,1,62,ARIZONA,355685,CO-OP GOLD LARGE EGGS-C            ,30,31,900,903,OHIO FOOD WAREHOUSE,OHIO,1080,SPARK'S FARM EGG SUPPLIES,98832975,BRANDS GLOBAL CO.
5925204,2019-02-01,2019-01-31,REGULAR,1,1,40.05,40.05,2214,3,62,ARIZONA,355644,CO-OP GOLD X-LRG EGGS-C            ,30,31,900,903,OHIO FOOD WAREHOUSE,OHIO,1080,SPARK'S FARM EGG SUPPLIES,98832975,BRANDS GLOBAL CO.
5937961,2019-02-22,2019-02-21,REGULAR,6,6,234.78,39.13,2620,18,62,ARIZONA,178277,CENT 18 PK LRG EGGS   - C          ,30,31,900,903,OHIO FOOD WAREHOUSE,OHIO,1080,SPARK'S FARM EGG SUPPLIES,98832975,BRANDS GLOBAL CO.
5913747,2019-01-16,2019-01-15,REGULAR,12,12,469.56,39.13,2786,14,62,MICHIGAN,178277,CENT 18 PK LRG EGGS   - C          ,30,31,900,903,OHIO FOOD WAREHOUSE,OHIO,1080,SPARK'S FARM EGG SUPPLIES,98832975,BRANDS GLOBAL CO.
5111328,2019-04-16,2019-04-15,REGULAR,1,1,33.84,33.84,2620,21,62,ARIZONA,861575,GOLDEGG JUMBO EGGS-C               ,30,31,900,903,OHIO FOOD WAREHOUSE,OHIO,1080,SPARK'S FARM EGG SUPPLIES,98832975,BRANDS GLOBAL CO.
5881663,2018-11-24,2018-11-23,REGULAR,2,2,124.5,62.25,387,2,62,ARIZONA,648394,FARMERS FNST FREE RNGE LG EGG -C   ,30,31,900,903,OHIO FOOD WAREHOUSE,OHIO,1080,SPARK'S FARM EGG SUPPLIES,98832975,BRANDS GLOBAL CO.
5676963,2018-01-12,2018-01-11,REGULAR,1,1,33.24,33.24,2214,3,62,ARIZONA,861575,GOLDEGG JUMBO EGGS-C               ,30,31,900,903,OHIO FOOD WAREHOUSE,OHIO,1080,SPARK'S FARM EGG SUPPLIES,98832975,BRANDS GLOBAL CO.
5159360,2019-06-27,2019-06-26,REGULAR,2,2,96.3,48.15,2142,70,62,ARIZONA,985267,GOLDEGG OMEGA-3 LRG 18PK  EGGS  -C ,30,31,900,903,OHIO FOOD WAREHOUSE,OHIO,1080,SPARK'S FARM EGG SUPPLIES,98832975,BRANDS GLOBAL CO.
5408243,2020-06-18,2020-06-17,REGULAR,10,10,417.0,41.7,1934,1,62,ARIZONA,355685,CO-OP GOLD LARGE EGGS-C            ,30,31,900,903,OHIO FOOD WAREHOUSE,OHIO,1080,SPARK'S FARM EGG SUPPLIES,98832975,BRANDS GLOBAL CO.
6421460,2018-07-22,2018-07-21,REGULAR,1,1,10.8,10.8,387,25,30,ARIZONA,702035,ROLAIDS EX STR MINT 96EA  TAB      ,30,70,121,902,FLORIDA FOOD WAREHOUSE,FLORIDA,1084,SANOFI CONSUMER HEALTH INC,98832975,BRANDS GLOBAL CO.
6516747,2020-01-02,2019-12-31,REGULAR,1,0,0.0,0.0,1709,21,62,TEXAS,225128,ZANTAC 75      TABLETS             ,30,70,30,902,FLORIDA FOOD WAREHOUSE,FLORIDA,1084,SANOFI CONSUMER HEALTH INC,98832975,BRANDS GLOBAL CO.
6320635,2018-05-30,2018-05-29,REGULAR,1,1,24.78,24.78,1693,11,60,TEXAS,805200,ZANTAC 75       TABLETS            ,30,70,30,902,FLORIDA FOOD WAREHOUSE,FLORIDA,1084,SANOFI CONSUMER HEALTH INC,98832975,BRANDS GLOBAL CO.
6387866,2018-07-09,2018-07-03,REGULAR,2,2,31.2,15.6,1811,1,30,TEXAS,102392,NASACORT ALRGY 120DOSE -R          ,30,69,780,902,FLORIDA FOOD WAREHOUSE,FLORIDA,1084,SANOFI CONSUMER HEALTH INC,98832975,BRANDS GLOBAL CO.
6857688,2018-02-09,2018-02-08,REGULAR,1,1,26.2,26.2,1661,1,73,CALIFORNIA,5123021,H-3010 PORTABLE UTILITY HEATER     ,40,11,200,901,FLORIDA HABS WAREHOUSE,FLORIDA,1099,HOMTRONIX (HONGHWA),98832975,BRANDS GLOBAL CO.
1635689,2018-10-22,2018-10-20,PROMOTIONAL,1,1,21.34,21.34,1775,23,9,CALIFORNIA,674929,FURLANI TEXAS GRLIC TOAST 16 SLC-Z ,30,55,845,905,MISSOURI FOOD WAREHOUSE,MISSOURI,1101,FURLANI'S FOOD CORPORATION,98832975,BRANDS GLOBAL CO.
3808743,2019-05-27,2019-05-26,REGULAR,1,1,26.39,26.39,2014,12,61,TEXAS,674929,FURLANI TEXAS GRLIC TOAST 16 SLC-Z ,30,55,845,904,TEXAS FOOD WAREHOUSE,TEXAS,1101,FURLANI'S FOOD CORPORATION,98832975,BRANDS GLOBAL CO.
5455115,2020-08-18,2020-08-17,REGULAR,1,1,26.39,26.39,985,17,61,ARIZONA,674929,FURLANI TEXAS GRLIC TOAST 16 SLC-Z ,30,55,845,903,OHIO FOOD WAREHOUSE,OHIO,1101,FURLANI'S FOOD CORPORATION,98832975,BRANDS GLOBAL CO.
5763050,2018-06-06,2018-06-05,REGULAR,2,2,49.22,24.61,1360,1,61,ARIZONA,674952,FURLANI TEXAS PARM GARLIC TST 16 SL,30,55,845,903,OHIO FOOD WAREHOUSE,OHIO,1101,FURLANI'S FOOD CORPORATION,98832975,BRANDS GLOBAL CO.
3885125,2019-09-24,2019-09-23,REGULAR,1,1,26.39,26.39,2020,24,61,TEXAS,674952,FURLANI TEXAS PARM GARLIC TST 16 SL,30,55,845,904,TEXAS FOOD WAREHOUSE,TEXAS,1101,FURLANI'S FOOD CORPORATION,98832975,BRANDS GLOBAL CO.
1858139,2020-03-05,2020-03-04,REGULAR,1,0,0.0,0.0,16077,1,0,CALIFORNIA,674929,FURLANI TEXAS GRLIC TOAST 16 SLC-Z ,30,55,845,905,MISSOURI FOOD WAREHOUSE,MISSOURI,1101,FURLANI'S FOOD CORPORATION,98832971,THE GROCERY GROUP
3151084,2020-02-18,2020-02-14,REGULAR,1,1,26.39,26.39,2230,1,61,TEXAS,674952,FURLANI TEXAS PARM GARLIC TST 16 SL,30,55,845,904,TEXAS FOOD WAREHOUSE,TEXAS,1101,FURLANI'S FOOD CORPORATION,98832975,BRANDS GLOBAL CO.
5692700,2018-02-11,2018-02-09,REGULAR,1,1,41.5,41.5,1627,1,0,ARIZONA,718247,POTATO BAKER FOIL WRAP 100CTN  4730,30,85,670,903,OHIO FOOD WAREHOUSE,OHIO,1105,THOMAS FRESH,98832971,THE GROCERY GROUP
5441300,2020-07-30,2020-07-29,REGULAR,1,1,60.95,60.95,1485,1,0,ARIZONA,529180,POTATOES US/CA YELLOW     #1       ,30,85,670,903,OHIO FOOD WAREHOUSE,OHIO,1105,THOMAS FRESH,98832971,THE GROCERY GROUP
6836329,2018-01-28,2018-01-27,REGULAR,2,2,57.5,28.75,4104,1,0,ARIZONA,848804,POTATO 5LB     RED POTATO #1 POLY  ,30,85,670,902,FLORIDA FOOD WAREHOUSE,FLORIDA,1105,THOMAS FRESH,98832972,THE PRODUCE CLUB
6480439,2019-12-08,2019-12-08,REGULAR,1,1,31.25,31.25,4117,1,0,ARIZONA,143727,ONION WHITE JUMBO              4663,30,85,630,902,FLORIDA FOOD WAREHOUSE,FLORIDA,1105,THOMAS FRESH,98832972,THE PRODUCE CLUB
6940990,2019-04-25,2019-04-24,REGULAR,1,1,30.95,30.95,4114,1,0,ARIZONA,529180,POTATOES US/CA YELLOW     #1       ,30,85,670,902,FLORIDA FOOD WAREHOUSE,FLORIDA,1105,THOMAS FRESH,98832972,THE PRODUCE CLUB
3816249,2019-06-08,2019-06-08,REGULAR,1,1,42.5,42.5,10688,1,0,TEXAS,144865,SWEET POTATOES JUMBO           4817,30,85,740,904,TEXAS FOOD WAREHOUSE,TEXAS,1105,THOMAS FRESH,98832971,THE GROCERY GROUP
6867679,2019-03-20,2019-03-19,REGULAR,1,1,45.0,45.0,1488,1,0,ARIZONA,374868,ORGANIC YELLOW ONIONS     1.36 KG  ,30,85,635,902,FLORIDA FOOD WAREHOUSE,FLORIDA,1105,THOMAS FRESH,98832972,THE PRODUCE CLUB
5485744,2020-09-23,2020-09-22,REGULAR,1,1,37.5,37.5,694,1,0,ARIZONA,357194,POTATO BAKER RUSSET WEST 80    4072,30,85,670,903,OHIO FOOD WAREHOUSE,OHIO,1105,THOMAS FRESH,98832971,THE GROCERY GROUP
5300726,2020-02-02,2020-02-01,REGULAR,2,2,65.0,32.5,4505,1,0,ARIZONA,848804,POTATO 5LB     RED POTATO #1 POLY  ,30,85,670,903,OHIO FOOD WAREHOUSE,OHIO,1105,THOMAS FRESH,98832971,THE GROCERY GROUP
6784592,2019-02-05,2019-02-04,REGULAR,1,1,39.95,39.95,4096,1,0,ARIZONA,848598,POTATO NEW WHT #1 10/5LB           ,30,85,670,902,FLORIDA FOOD WAREHOUSE,FLORIDA,1105,THOMAS FRESH,98832972,THE PRODUCE CLUB
6501688,2019-12-20,2019-12-19,REGULAR,2,2,119.9,59.95,16281,1,0,ARIZONA,718015,POTATO NEW WHT   BULK     4083     ,30,85,670,902,FLORIDA FOOD WAREHOUSE,FLORIDA,1105,THOMAS FRESH,98832972,THE PRODUCE CLUB
5271374,2019-12-12,2019-12-11,REGULAR,1,0,0.0,0.0,16092,1,0,NEW JERSEY,718205,POTATO RED      RED POT   #1   4073,30,85,670,903,OHIO FOOD WAREHOUSE,OHIO,1105,THOMAS FRESH,98832971,THE GROCERY GROUP
1873083,2020-04-06,2020-04-04,REGULAR,1,0,0.0,0.0,91,1,0,CALIFORNIA,402008,GARLIC 3 BULB PACKAGE              ,30,85,570,905,MISSOURI FOOD WAREHOUSE,MISSOURI,1105,THOMAS FRESH,98832971,THE GROCERY GROUP
5916453,2019-01-18,2019-01-17,REGULAR,1,1,31.5,31.5,88,1,0,ARIZONA,528646,ONIONS SWEET   ONION      BAG      ,30,85,630,903,OHIO FOOD WAREHOUSE,OHIO,1105,THOMAS FRESH,98832971,THE GROCERY GROUP
5470588,2020-09-04,2020-09-04,REGULAR,2,2,81.0,40.5,11010,1,0,ARIZONA,848374,POTATO RUSSET    10 LB    #1 POLY  ,30,85,670,903,OHIO FOOD WAREHOUSE,OHIO,1105,THOMAS FRESH,98832971,THE GROCERY GROUP
6764445,2017-12-14,2017-12-13,REGULAR,6,6,149.7,24.95,16081,1,0,ARIZONA,718122,POTATO RUSSET   5LB       #1 POLY  ,30,85,670,902,FLORIDA FOOD WAREHOUSE,FLORIDA,1105,THOMAS FRESH,98832972,THE PRODUCE CLUB
6624771,2020-03-04,2020-03-03,REGULAR,2,2,65.0,32.5,4099,1,0,ARIZONA,848804,POTATO 5LB     RED POTATO #1 POLY  ,30,85,670,902,FLORIDA FOOD WAREHOUSE,FLORIDA,1105,THOMAS FRESH,98832972,THE PRODUCE CLUB
6381480,2018-06-30,2018-06-29,REGULAR,3,3,149.85,49.95,4096,1,0,ARIZONA,529180,POTATOES US/CA YELLOW     #1       ,30,85,670,902,FLORIDA FOOD WAREHOUSE,FLORIDA,1105,THOMAS FRESH,98832972,THE PRODUCE CLUB
6773883,2017-12-20,2017-12-19,REGULAR,1,1,27.5,27.5,15778,1,0,ARIZONA,870519,SHALLOTS                   250 GRAM,30,85,690,902,FLORIDA FOOD WAREHOUSE,FLORIDA,1105,THOMAS FRESH,98832972,THE PRODUCE CLUB
5830930,2018-09-16,2018-09-14,REGULAR,1,1,41.1,41.1,1627,1,0,ARIZONA,211375,TURMERIC ORGN  TURMERIC      85 GR ,30,85,650,903,OHIO FOOD WAREHOUSE,OHIO,1105,THOMAS FRESH,98832971,THE GROCERY GROUP
6246768,2018-04-24,2018-04-24,REGULAR,4,4,80.0,20.0,10526,1,0,ARIZONA,865196,POTATOES RED   SMALL               ,30,85,670,902,FLORIDA FOOD WAREHOUSE,FLORIDA,1105,THOMAS FRESH,98832972,THE PRODUCE CLUB
6275809,2018-05-08,2018-05-07,REGULAR,1,1,38.25,38.25,4083,1,0,ARIZONA,143727,ONION WHITE JUMBO              4663,30,85,630,902,FLORIDA FOOD WAREHOUSE,FLORIDA,1105,THOMAS FRESH,98832972,THE PRODUCE CLUB
5293511,2020-01-21,2020-01-20,REGULAR,1,1,33.95,33.95,2472,1,0,FLORIDA,718205,POTATO RED      RED POT   #1   4073,30,85,670,903,OHIO FOOD WAREHOUSE,OHIO,1105,THOMAS FRESH,98832971,THE GROCERY GROUP
1719555,2019-04-14,2019-04-13,REGULAR,1,1,29.45,29.45,154,1,0,CALIFORNIA,402008,GARLIC 3 BULB PACKAGE              ,30,85,570,905,MISSOURI FOOD WAREHOUSE,MISSOURI,1105,THOMAS FRESH,98832971,THE GROCERY GROUP
5113669,2019-04-18,2019-04-17,REGULAR,1,1,49.5,49.5,2472,1,0,FLORIDA,472845,SNOW PEAS PACKAGED                 ,30,85,408,903,OHIO FOOD WAREHOUSE,OHIO,1105,THOMAS FRESH,98832971,THE GROCERY GROUP
3594026,2018-06-28,2018-06-26,REGULAR,1,1,12.94,12.94,15202,1,0,TEXAS,433862,S/KICK PASTA BAC/CARBNRA           ,30,14,129,904,TEXAS FOOD WAREHOUSE,TEXAS,1109,UNILEVER CANADA (FOODS),98832971,THE GROCERY GROUP
1470215,2017-11-03,2017-11-02,REGULAR,1,1,29.4,29.4,1046,1,9,CALIFORNIA,210138,OXO/KNORR BEEF IN-A-MUG            ,30,10,110,905,MISSOURI FOOD WAREHOUSE,MISSOURI,1109,UNILEVER CANADA (FOODS),98832975,BRANDS GLOBAL CO.
1907642,2020-06-16,2020-06-15,REGULAR,1,0,0.0,0.0,1775,7,62,CALIFORNIA,433979,S/KICK PASTA SR CRM/CHIVE          ,30,14,129,905,MISSOURI FOOD WAREHOUSE,MISSOURI,1109,UNILEVER CANADA (FOODS),98832975,BRANDS GLOBAL CO.
3153990,2020-02-24,2020-02-19,PROMOTIONAL,3,3,31.26,10.42,2972,21,62,TEXAS,433508,S/KICK RICE COUNTRY MUSH           ,30,13,30,904,TEXAS FOOD WAREHOUSE,TEXAS,1109,UNILEVER CANADA (FOODS),98832975,BRANDS GLOBAL CO.
3719301,2019-01-03,2019-01-02,REGULAR,1,1,38.5,38.5,2020,4,62,TEXAS,491332,HELLMANN MAYO REAL                 ,30,33,16,904,TEXAS FOOD WAREHOUSE,TEXAS,1109,UNILEVER CANADA (FOODS),98832975,BRANDS GLOBAL CO.
3925524,2019-11-20,2019-11-19,REGULAR,1,0,0.0,0.0,274,1,9,TEXAS,373779,KNORR BEEF BOUL CUBES              ,30,34,14,904,TEXAS FOOD WAREHOUSE,TEXAS,1109,UNILEVER CANADA (FOODS),98832975,BRANDS GLOBAL CO.
3131122,2020-01-15,2020-01-13,REGULAR,2,2,14.74,7.37,2438,11,62,TEXAS,2430791,S/KICK FETT GARL ALFREDO           ,30,14,129,904,TEXAS FOOD WAREHOUSE,TEXAS,1109,UNILEVER CANADA (FOODS),98832975,BRANDS GLOBAL CO.
3716429,2018-12-31,2018-12-27,REGULAR,1,1,30.5,30.5,16262,1,0,TEXAS,430793,LIPTON CHKN NOODLE SOUP 4          ,30,10,116,904,TEXAS FOOD WAREHOUSE,TEXAS,1109,UNILEVER CANADA (FOODS),98832971,THE GROCERY GROUP
1665955,2018-12-19,2018-12-17,REGULAR,1,1,34.72,34.72,1819,1,60,TEXAS,375659,OXO/KNORR CHKN LOW SALT            ,30,34,16,905,MISSOURI FOOD WAREHOUSE,MISSOURI,1109,UNILEVER CANADA (FOODS),98832975,BRANDS GLOBAL CO.
1904066,2020-06-08,2020-06-06,REGULAR,1,0,0.0,0.0,2754,6,62,CALIFORNIA,433979,S/KICK PASTA SR CRM/CHIVE          ,30,14,129,905,MISSOURI FOOD WAREHOUSE,MISSOURI,1109,UNILEVER CANADA (FOODS),98832975,BRANDS GLOBAL CO.
3255060,2020-07-05,2020-07-03,REGULAR,1,1,28.88,28.88,10672,1,0,CALIFORNIA,491449,HLMN MAYO SQUEEZE                  ,30,33,16,904,TEXAS FOOD WAREHOUSE,TEXAS,1109,UNILEVER CANADA (FOODS),98832971,THE GROCERY GROUP
1572778,2018-06-13,2018-06-12,REGULAR,1,1,7.84,7.84,10670,1,0,CALIFORNIA,434001,S/KICK PASTA CRMY PARM             ,30,14,129,905,MISSOURI FOOD WAREHOUSE,MISSOURI,1109,UNILEVER CANADA (FOODS),98832971,THE GROCERY GROUP
3504867,2018-02-16,2018-02-15,REGULAR,1,1,40.48,40.48,2438,33,62,TEXAS,430793,LIPTON CHKN NOODLE SOUP 4          ,30,10,116,904,TEXAS FOOD WAREHOUSE,TEXAS,1109,UNILEVER CANADA (FOODS),98832975,BRANDS GLOBAL CO.
3762852,2019-03-18,2019-03-16,PROMOTIONAL,2,2,14.14,7.07,1452,4,9,TEXAS,2430791,S/KICK FETT GARL ALFREDO           ,30,14,129,904,TEXAS FOOD WAREHOUSE,TEXAS,1109,UNILEVER CANADA (FOODS),98832975,BRANDS GLOBAL CO.
1840923,2020-01-24,2020-01-24,REGULAR,1,1,41.0,41.0,2144,33,62,CALIFORNIA,491423,HLMN MAYO REAL                     ,30,33,19,905,MISSOURI FOOD WAREHOUSE,MISSOURI,1109,UNILEVER CANADA (FOODS),98832975,BRANDS GLOBAL CO.
3854787,2019-08-12,2019-08-08,REGULAR,1,1,36.0,36.0,1348,1,0,TEXAS,430793,LIPTON CHKN NOODLE SOUP 4          ,30,10,116,904,TEXAS FOOD WAREHOUSE,TEXAS,1109,UNILEVER CANADA (FOODS),98832971,THE GROCERY GROUP
1915702,2020-07-09,2020-07-06,REGULAR,1,0,0.0,0.0,7331,891,9,GEORGIA,489138,++KNORR ONION RST GARL SP 2        ,30,10,119,905,MISSOURI FOOD WAREHOUSE,MISSOURI,1109,UNILEVER CANADA (FOODS),98832975,BRANDS GLOBAL CO.
3277200,2020-08-06,2020-08-05,REGULAR,1,0,0.0,0.0,2020,3,60,TEXAS,6220461,HLMN TARTAR SC                     ,30,34,74,904,TEXAS FOOD WAREHOUSE,TEXAS,1109,UNILEVER CANADA (FOODS),98832975,BRANDS GLOBAL CO.
1731855,2019-05-16,2019-05-13,REGULAR,1,1,54.0,54.0,7331,891,9,GEORGIA,373779,KNORR BEEF BOUL CUBES              ,30,34,14,905,MISSOURI FOOD WAREHOUSE,MISSOURI,1109,UNILEVER CANADA (FOODS),98832975,BRANDS GLOBAL CO.
3441301,2017-11-08,2017-11-06,PROMOTIONAL,2,2,21.78,10.89,1145,5,62,TEXAS,434001,S/KICK PASTA CRMY PARM             ,30,14,129,904,TEXAS FOOD WAREHOUSE,TEXAS,1109,UNILEVER CANADA (FOODS),98832975,BRANDS GLOBAL CO.
3914241,2019-11-05,2019-11-03,PROMOTIONAL,1,0,0.0,0.0,2438,6,62,TEXAS,243527,LIPT CUP SOUP CHKN NDLE            ,30,10,120,904,TEXAS FOOD WAREHOUSE,TEXAS,1109,UNILEVER CANADA (FOODS),98832975,BRANDS GLOBAL CO.
3695313,2018-11-23,2018-11-22,REGULAR,1,0,0.0,0.0,1895,1,62,CALIFORNIA,263194,LIPT CKN NDLE 25% LESS SA          ,30,10,119,904,TEXAS FOOD WAREHOUSE,TEXAS,1109,UNILEVER CANADA (FOODS),98832975,BRANDS GLOBAL CO.
3142172,2020-01-31,2020-01-29,REGULAR,2,0,0.0,0.0,2438,6,62,TEXAS,430785,LIPT CKN NDLE 25% LESS SA          ,30,10,116,904,TEXAS FOOD WAREHOUSE,TEXAS,1109,UNILEVER CANADA (FOODS),98832975,BRANDS GLOBAL CO.
3262221,2020-07-15,2020-07-14,REGULAR,1,0,0.0,0.0,410,8,9,TEXAS,347971,BLUE RIBBON BAKING POWDER          ,30,22,20,904,TEXAS FOOD WAREHOUSE,TEXAS,1109,UNILEVER CANADA (FOODS),98832975,BRANDS GLOBAL CO.
